
SPDR S&P 500 ETF Trust,Last: 499.72,Change:  4.56
"Date: April 22, 2024 at 7:00 PM EDT",Bid: 499.61,Ask: 499.64,Size: 11*11,"Volume: 67,851,330"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri May 31 2024,SPY240531C00478000,24.25,0,27.14,27.3,0,0.1735,0.8173,0.0093,38,478.00,SPY240531P00478000,2.94,-1.96,2.92,2.95,250,0.1737,-0.1876,0.0096,765
Fri May 31 2024,SPY240531C00479000,26.11,0,26.29,26.44,0,0.1725,0.8093,0.0096,79,479.00,SPY240531P00479000,3.08,-2.02,3.06,3.1,61,0.1722,-0.1961,0.01,400
Fri May 31 2024,SPY240531C00480000,26.18,3.345,25.45,25.6,26,0.1712,0.8007,0.01,1438,480.00,SPY240531P00480000,3.23,-2.09,3.22,3.25,3908,0.171,-0.2049,0.0103,10912
Fri May 31 2024,SPY240531C00481000,29.01,0,24.61,24.76,0,0.1698,0.7919,0.0103,79,481.00,SPY240531P00481000,3.38,-2.16,3.38,3.42,180,0.1697,-0.2142,0.0107,4811
Fri May 31 2024,SPY240531C00482000,21.58,0,23.79,23.93,0,0.1686,0.7827,0.0107,41,482.00,SPY240531P00482000,3.46,-2.315,3.55,3.59,42,0.1683,-0.2239,0.0111,2915
Fri May 31 2024,SPY240531C00483000,22.05,1.52,22.97,23.11,6,0.1674,0.7733,0.011,58,483.00,SPY240531P00483000,3.69,-2.34,3.73,3.77,57,0.167,-0.2339,0.0115,631
Fri May 31 2024,SPY240531C00484000,22.33,2.53,22.17,22.3,3,0.1661,0.7631,0.0114,97,484.00,SPY240531P00484000,3.92,-2.36,3.92,3.96,522,0.1658,-0.2442,0.0118,1942
Fri May 31 2024,SPY240531C00485000,23.05,4,21.37,21.5,83,0.1646,0.7527,0.0117,4506,485.00,SPY240531P00485000,4.12,-2.42,4.12,4.16,2548,0.1644,-0.2551,0.0122,10424
Fri May 31 2024,SPY240531C00486000,20.2,1.89,20.59,20.71,100,0.1636,0.742,0.0121,482,486.00,SPY240531P00486000,4.04,-2.775,4.32,4.37,259,0.1632,-0.2664,0.0126,734
Fri May 31 2024,SPY240531C00487000,18.24,0,19.8,19.92,0,0.1624,0.7311,0.0124,109,487.00,SPY240531P00487000,4.53,-2.585,4.54,4.59,66,0.162,-0.2781,0.013,1567
Fri May 31 2024,SPY240531C00488000,19.29,2.375,19.03,19.15,3,0.1612,0.7192,0.0128,285,488.00,SPY240531P00488000,4.82,-2.605,4.78,4.82,347,0.1608,-0.2903,0.0134,11902
Fri May 31 2024,SPY240531C00489000,20.29,4.065,18.27,18.39,53,0.1599,0.7073,0.0132,227,489.00,SPY240531P00489000,5.07,-2.665,5.02,5.07,46,0.1596,-0.303,0.0138,5354
Fri May 31 2024,SPY240531C00490000,18.57,3.03,17.54,17.64,113,0.159,0.6952,0.0135,1098,490.00,SPY240531P00490000,5.26,-2.795,5.28,5.33,1767,0.1583,-0.316,0.0142,8612
Fri May 31 2024,SPY240531C00491000,18.07,3.19,16.8,16.91,5,0.1574,0.6824,0.0138,2483,491.00,SPY240531P00491000,5.47,-2.945,5.54,5.6,106,0.1571,-0.3295,0.0146,1038
Fri May 31 2024,SPY240531C00492000,14.76,0.54,16.09,16.18,20,0.1566,0.6693,0.0142,166,492.00,SPY240531P00492000,5.87,-2.895,5.83,5.88,112,0.156,-0.3437,0.015,1292
Fri May 31 2024,SPY240531C00493000,16.54,2.95,15.38,15.47,8,0.1553,0.6557,0.0145,304,493.00,SPY240531P00493000,6.1,-3.04,6.12,6.18,125,0.1548,-0.3579,0.0153,8523
Fri May 31 2024,SPY240531C00494000,14.84,1.885,14.69,14.77,77,0.1541,0.6415,0.0148,631,494.00,SPY240531P00494000,6.47,-3.06,6.43,6.49,87,0.1537,-0.3728,0.0157,1091
Fri May 31 2024,SPY240531C00495000,14.55,2.21,14.01,14.09,197,0.1528,0.6276,0.0151,2092,495.00,SPY240531P00495000,6.91,-3.025,6.76,6.82,4813,0.1526,-0.3881,0.0161,9102
Fri May 31 2024,SPY240531C00496000,14.91,3.15,13.35,13.42,240,0.1517,0.6129,0.0154,510,496.00,SPY240531P00496000,7.2,-3.16,7.1,7.16,267,0.1514,-0.4038,0.0164,1265
Fri May 31 2024,SPY240531C00497000,12.58,1.405,12.7,12.77,353,0.1507,0.5979,0.0157,239,497.00,SPY240531P00497000,7.53,-3.25,7.46,7.52,229,0.1504,-0.42,0.0168,8376
Fri May 31 2024,SPY240531C00498000,12.15,1.535,12.07,12.13,333,0.1496,0.5827,0.0159,238,498.00,SPY240531P00498000,7.82,-3.43,7.84,7.9,372,0.1495,-0.4364,0.0171,1376
Fri May 31 2024,SPY240531C00499000,11.35,1.305,11.45,11.51,196,0.1486,0.5671,0.0162,674,499.00,SPY240531P00499000,8.14,-3.58,8.23,8.3,178,0.1484,-0.4534,0.0174,1160
Fri May 31 2024,SPY240531C00500000,10.8,1.28,10.86,10.91,621,0.1475,0.5511,0.0164,2623,500.00,SPY240531P00500000,8.62,-3.585,8.65,8.71,1364,0.1474,-0.4708,0.0177,9599
Fri May 31 2024,SPY240531C00501000,10.44,1.425,10.27,10.32,401,0.1465,0.5349,0.0165,570,501.00,SPY240531P00501000,9.14,-3.575,9.08,9.14,538,0.1464,-0.4885,0.018,1566
Fri May 31 2024,SPY240531C00502000,9.62,1.115,9.7,9.75,177,0.1456,0.5184,0.0167,582,502.00,SPY240531P00502000,9.65,-3.575,9.53,9.6,309,0.1454,-0.5068,0.0182,1102
Fri May 31 2024,SPY240531C00503000,9.56,1.54,9.15,9.2,262,0.1446,0.5018,0.0168,545,503.00,SPY240531P00503000,10.1,-3.67,10,10.07,649,0.1445,-0.5253,0.0184,585
Fri May 31 2024,SPY240531C00504000,8.59,1.03,8.62,8.67,275,0.1436,0.4849,0.0169,812,504.00,SPY240531P00504000,9.81,-4.525,10.49,10.56,123,0.1434,-0.5441,0.0186,463
Fri May 31 2024,SPY240531C00505000,8.09,0.985,8.11,8.16,552,0.1427,0.4678,0.017,2998,505.00,SPY240531P00505000,11.2,-3.695,11,11.07,441,0.1425,-0.5632,0.0188,8222
Fri May 31 2024,SPY240531C00506000,7.75,1.075,7.61,7.66,320,0.1418,0.4506,0.017,959,506.00,SPY240531P00506000,11.68,-3.84,11.54,11.61,24,0.1415,-0.5826,0.019,515
Fri May 31 2024,SPY240531C00507000,7.39,1.13,7.13,7.18,159,0.1409,0.4334,0.017,742,507.00,SPY240531P00507000,11.86,-4.275,11.92,12.26,11,0.1402,-0.6025,0.0191,153
Fri May 31 2024,SPY240531C00508000,6.73,0.87,6.68,6.72,118,0.14,0.4161,0.017,761,508.00,SPY240531P00508000,12.76,-4.025,12.49,12.84,14,0.1394,-0.6223,0.0192,1006
Fri May 31 2024,SPY240531C00509000,7.08,1.605,6.24,6.28,63,0.1392,0.3987,0.0169,732,509.00,SPY240531P00509000,12.14,-5.305,13.08,13.44,18,0.1385,-0.6422,0.0192,9204
Fri May 31 2024,SPY240531C00510000,5.75,0.64,5.81,5.86,794,0.1384,0.3814,0.0168,2747,510.00,SPY240531P00510000,13.91,-4.21,13.7,14.06,1197,0.1377,-0.6623,0.0193,14652
Fri May 31 2024,SPY240531C00511000,5.45,0.68,5.41,5.46,197,0.1375,0.3642,0.0167,606,511.00,SPY240531P00511000,13.75,-5.075,14.33,14.7,6,0.1368,-0.6825,0.0193,3171
Fri May 31 2024,SPY240531C00512000,5.05,0.62,5.03,5.07,140,0.1368,0.3472,0.0165,839,512.00,SPY240531P00512000,16,-3.545,14.99,15.36,8,0.136,-0.7026,0.0192,1030
Fri May 31 2024,SPY240531C00513000,5,0.88,4.66,4.71,51,0.1359,0.3303,0.0163,741,513.00,SPY240531P00513000,14.51,-5.775,15.67,16.05,7,0.1353,-0.7229,0.0192,762
Fri May 31 2024,SPY240531C00514000,4.4,0.59,4.31,4.36,83,0.1352,0.3134,0.016,937,514.00,SPY240531P00514000,16.32,-4.72,16.37,16.76,27,0.1343,-0.7432,0.019,3731
Fri May 31 2024,SPY240531C00515000,3.99,0.46,3.98,4.03,706,0.1344,0.2972,0.0157,3014,515.00,SPY240531P00515000,16.25,-5.57,17.09,17.49,34,0.1335,-0.7634,0.0189,4766
Fri May 31 2024,SPY240531C00516000,3.6,0.35,3.67,3.71,145,0.1338,0.2806,0.0154,1067,516.00,SPY240531P00516000,20.06,-2.555,17.84,18.24,14,0.1327,-0.7833,0.0188,2032
Fri May 31 2024,SPY240531C00517000,3.34,0.335,3.38,3.42,76,0.1331,0.2648,0.015,751,517.00,SPY240531P00517000,18.76,-4.675,18.61,19.01,8,0.1318,-0.8033,0.0186,1289
Fri May 31 2024,SPY240531C00518000,3.08,0.32,3.1,3.14,57,0.1322,0.2499,0.0146,1117,518.00,SPY240531P00518000,21.64,-2.625,19.39,19.81,12,0.1309,-0.8228,0.0183,1881
Fri May 31 2024,SPY240531C00519000,2.87,0.335,2.84,2.88,221,0.1316,0.2349,0.0142,3710,519.00,SPY240531P00519000,18.87,-6.25,20.2,20.62,10,0.13,-0.8424,0.0182,1953
Fri May 31 2024,SPY240531C00520000,2.63,0.305,2.59,2.63,912,0.1309,0.2201,0.0138,4999,520.00,SPY240531P00520000,20.59,-5.4,21.04,21.46,133,0.1292,-0.8616,0.0178,6530
Fri May 31 2024,SPY240531C00521000,2.32,0.195,2.37,2.4,130,0.1302,0.2062,0.0133,2135,521.00,SPY240531P00521000,20.39,-6.485,21.89,22.32,22,0.1281,-0.8807,0.0176,1365
Fri May 31 2024,SPY240531C00522000,2.26,0.315,2.15,2.19,111,0.1296,0.1925,0.0128,3900,522.00,SPY240531P00522000,21.54,-6.245,22.77,23.2,2,0.1271,-0.8996,0.0173,1249
Fri May 31 2024,SPY240531C00523000,2.35,0.575,1.95,1.99,161,0.129,0.1794,0.0124,2152,523.00,SPY240531P00523000,24.18,-4.53,23.67,24.1,10,0.1258,-0.918,0.017,4199
Fri May 31 2024,SPY240531C00524000,1.93,0.325,1.77,1.81,301,0.1284,0.1667,0.0118,1964,524.00,SPY240531P00524000,24.09,-5.56,24.59,25.03,32,0.1245,-0.9367,0.0167,1358
Fri May 31 2024,SPY240531C00525000,1.6,0.135,1.6,1.64,1375,0.1278,0.1546,0.0113,8433,525.00,SPY240531P00525000,24.26,-6.355,25.52,25.97,72,0,-0.954,0.0163,2520
Fri May 31 2024,SPY240531C00526000,1.5,0.175,1.45,1.48,322,0.1274,0.143,0.0108,1552,526.00,SPY240531P00526000,31.09,0,26.51,26.96,0,0,-0.9685,0.0138,21
Fri May 31 2024,SPY240531C00527000,1.3,0.1,1.3,1.34,86,0.1268,0.1319,0.0102,993,527.00,SPY240531P00527000,27.22,-5.37,27.51,27.96,2,0,-0.9801,0.0107,3
Fri May 31 2024,SPY240531C00528000,1.17,0.085,1.17,1.2,544,0.1262,0.1214,0.0097,1593,528.00,SPY240531P00528000,32.85,0,28.51,28.96,0,0,-0.9894,0.0057,92
Fri May 31 2024,SPY240531C00529000,1.06,0.08,1.05,1.08,478,0.1258,0.1115,0.0092,739,529.00,SPY240531P00529000,34.07,0,29.51,29.96,0,0,-0.9954,0.0025,36
Fri May 31 2024,SPY240531C00530000,0.94,0.06,0.94,0.97,1723,0.1254,0.1023,0.0087,5697,530.00,SPY240531P00530000,30,-5.58,30.51,30.96,140,0,-0.9996,0.0002,59
Fri May 31 2024,SPY240531C00531000,0.84,0.05,0.84,0.87,99,0.125,0.0936,0.0081,465,531.00,SPY240531P00531000,31.12,0,31.51,31.96,0,0,-1,0,7
Fri May 31 2024,SPY240531C00532000,0.77,0.06,0.75,0.78,46,0.1246,0.0855,0.0076,1229,532.00,SPY240531P00532000,34.2,-3.38,32.51,32.96,2,0,-1,0,5
Fri May 31 2024,SPY240531C00533000,0.72,0.08,0.67,0.7,69,0.1244,0.078,0.0071,1552,533.00,SPY240531P00533000,32.15,0,33.51,33.97,0,0,-1,0,0
Fri May 31 2024,SPY240531C00534000,0.62,0.05,0.6,0.63,33,0.1242,0.0712,0.0067,1030,534.00,SPY240531P00534000,33.13,-6.45,34.51,34.97,30,0,-1,0,10
Fri May 31 2024,SPY240531C00535000,0.57,0.06,0.53,0.56,220,0.1239,0.0647,0.0062,3781,535.00,SPY240531P00535000,39.45,0,35.51,35.97,0,0,-1,0,1
Fri May 31 2024,SPY240531C00536000,0.48,0.02,0.48,0.5,37,0.1239,0.059,0.0058,1032,536.00,SPY240531P00536000,41.58,0,36.51,36.97,0,0,-1,0,4
Fri May 31 2024,SPY240531C00537000,0.52,0.11,0.42,0.45,133,0.1236,0.0536,0.0054,5352,537.00,SPY240531P00537000,39.85,-2.73,37.51,37.96,1,0,-1,0,0
Fri May 31 2024,SPY240531C00538000,0.39,0.02,0.38,0.4,72,0.1236,0.0488,0.005,3251,538.00,SPY240531P00538000,27.66,0,38.51,38.96,0,0,-1,0,0
Fri May 31 2024,SPY240531C00539000,0.34,0.01,0.34,0.36,173,0.1238,0.0442,0.0046,640,539.00,SPY240531P00539000,38.44,0,39.51,39.96,0,0,-1,0,0
Fri May 31 2024,SPY240531C00540000,0.33,0.03,0.3,0.32,543,0.1236,0.0404,0.0043,4900,540.00,SPY240531P00540000,30.09,0,40.51,40.96,0,0,-1,0,0
Fri May 31 2024,SPY240531C00541000,0.28,0.015,0.27,0.29,23,0.1239,0.0368,0.0039,591,541.00,SPY240531P00541000,40.18,0,41.51,41.96,0,0,-1,0,0
Fri May 31 2024,SPY240531C00542000,0.25,0.01,0.24,0.26,19,0.1239,0.0335,0.0036,391,542.00,SPY240531P00542000,28.76,0,42.5,42.96,0,0,-1,0,0
Fri May 31 2024,SPY240531C00543000,0.3,0.085,0.21,0.23,11,0.1237,0.0305,0.0034,575,543.00,SPY240531P00543000,48.67,0,43.5,43.96,0,0,-1,0,2
Fri May 31 2024,SPY240531C00544000,0.27,0.075,0.19,0.21,3,0.1242,0.0278,0.0031,1143,544.00,SPY240531P00544000,29.04,0,44.5,44.96,0,0,-1,0,0
Fri May 31 2024,SPY240531C00545000,0.18,0.005,0.17,0.19,121,0.1245,0.0254,0.0029,2554,545.00,SPY240531P00545000,27.8,0,45.5,45.96,0,0,-1,0,0
Fri May 31 2024,SPY240531C00550000,0.12,0.005,0.1,0.12,302,0.1267,0.0164,0.002,4728,550.00,SPY240531P00550000,46.04,0,50.5,50.96,0,0,-1,0,0
Fri May 31 2024,SPY240531C00555000,0.08,0.01,0.07,0.08,26,0.1308,0.011,0.0013,4498,555.00,SPY240531P00555000,38,0,55.5,55.96,0,0,-1,0,0
Fri May 31 2024,SPY240531C00560000,0.07,0.02,0.04,0.05,152,0.1328,0.0075,0.0009,8789,560.00,SPY240531P00560000,40.2,0,60.5,60.96,0,0,-1,0,0
Fri May 31 2024,SPY240531C00565000,0.04,0.005,0.03,0.04,36,0.1385,0.0054,0.0007,1127,565.00,SPY240531P00565000,41.74,0,65.5,65.96,0,0,-1,0,0
Fri May 31 2024,SPY240531C00570000,0.03,-0.005,0.02,0.03,122,0.1427,0.004,0.0005,6514,570.00,SPY240531P00570000,49.77,0,70.5,70.96,0,0,-1,0,0
Fri May 31 2024,SPY240531C00575000,0.03,0.01,0.02,0.03,32,0.1515,0.0031,0.0004,633,575.00,SPY240531P00575000,54.79,0,75.5,75.96,0,0,-1,0,0
Fri May 31 2024,SPY240531C00580000,0.02,0,0.01,0.02,0,0.1527,0.0024,0.0003,1674,580.00,SPY240531P00580000,64.5,0,80.5,80.96,0,0,-1,0,0
Fri May 31 2024,SPY240531C00585000,0.01,-0.005,0.01,0.02,68,0.1609,0.002,0.0002,1568,585.00,SPY240531P00585000,0,0,85.5,85.96,0,0,-1,0,0
Fri May 31 2024,SPY240531C00590000,0.01,0,0.01,0.02,0,0.169,0.0016,0.0002,1556,590.00,SPY240531P00590000,0,0,90.49,90.96,0,0,-1,0,0
Fri May 31 2024,SPY240531C00595000,0.02,0,0.01,0.02,0,0.1771,0.0013,0.0001,1534,595.00,SPY240531P00595000,0,0,95.49,95.96,0,0,-1,0,0
Fri May 31 2024,SPY240531C00600000,0.01,-0.005,0.01,0.02,6,0.185,0.0011,0.0001,4285,600.00,SPY240531P00600000,77.77,0,100.49,100.95,0,0,-1,0,0
